"","gene_id","control1","control2","treat1","treat2"
"24205","NM_004873",0,0,0,0
"24206","NM_004874",6,6,10,6
"24207","NM_004877",0,0,0,0
"24208","NM_004878",201,186,289,238
"24209","NM_004879",0,1,1,0
"24210","NM_004881",16,11,14,13
"24211","NM_004882",158,174,156,146
"24212","NM_004883",0,0,0,0
"24213","NM_004884",0,0,0,0
"24214","NM_004885",0,0,0,0
"24215","NM_004886",92,109,159,105
"24216","NM_004887",13,19,29,22
"24217","NM_004888",533,692,822,651
"24218","NM_004889",0,0,0,0
"24219","NM_004890",350,347,339,283
"24220","NM_004891",27,20,24,37
"24221","NM_004892",862,955,1155,1141
"24222","NM_004893",0,1,2,2
"24223","NM_004894",0,0,0,0
"24224","NM_004895",0,0,0,0
"24225","NM_004896",7,9,10,9
"24226","NM_004897",0,0,0,0
"24227","NM_004898",1,2,5,7
"24228","NM_004899",3,4,1,0
"24229","NM_004900",0,0,0,0
"24230","NM_004901",0,1,2,2
"24231","NM_004902",0,0,0,0
"24232","NM_004904",0,0,0,0
"24233","NM_004905",3074,3229,4431,4524
"24234","NM_004906",0,0,0,0
"24235","NM_004907",195,222,209,172
"24236","NM_004910",0,0,0,0
"24237","NM_004911",1676,1276,2320,1875
"24238","NM_004912",0,0,0,0
"24239","NM_004913",168,140,195,130
"24240","NM_004914",96,84,102,97
"24241","NM_004915",0,0,0,0
"24242","NM_004917",0,0,0,0
"24243","NM_004918",0,0,0,0
"24244","NM_004920",0,0,0,0
"24245","NM_004922",7,2,4,2
"24246","NM_004923",2,3,1,0
"24247","NM_004924",5807,4552,3189,3285
"24248","NM_004925",22,18,36,15
"24249","NM_004926",0,0,0,0
"24250","NM_004927",0,0,0,0
"24251","NM_004928",0,0,0,0
"24252","NM_004929",2,1,3,1
"24253","NM_004930",0,0,0,0
"24254","NM_004931",0,0,0,0
"24255","NM_004932",109,146,51,51
"24256","NM_004933",2,1,2,2
"24257","NM_004934",0,0,0,0
"24258","NM_004935",0,3,5,6
"24259","NM_004936",0,0,0,0
"24260","NM_004937",22,23,17,12
"24261","NM_004938",10,12,3,4
"24262","NM_004939",1061,896,1084,890
"24263","NM_004941",88,77,101,64
"24264","NM_004942",0,0,0,0
"24265","NM_004943",266,244,215,226
"24266","NM_004944",0,0,0,0
"24267","NM_004945",0,0,0,0
"24268","NM_004946",283,160,173,156
"24269","NM_004947",34,22,42,22
"24270","NM_004948",0,0,0,0
"24271","NM_004949",0,0,0,0
"24272","NM_004950",1,0,0,0
"24273","NM_004951",9,4,2,9
"24274","NM_004952",10,13,10,9
"24275","NM_004953",3,3,0,1
"24276","NM_004954",0,0,0,0
"24277","NM_004956",0,0,0,0
"24278","NM_004957",0,0,0,0
"24279","NM_004958",952,839,991,1033
"24280","NM_004959",0,0,0,1
"24281","NM_004960",0,0,0,0
"24282","NM_004961",189,117,133,149
"24283","NM_004962",1,1,3,1
"24284","NM_004963",1,1,1,1
"24285","NM_004964",1060,911,826,685
"24286","NM_004965",690,733,714,600
"24287","NM_004966",0,3,0,0
"24288","NM_004967",0,0,0,0
"24289","NM_004968",0,0,0,0
"24290","NM_004969",216,168,207,171
"24291","NM_004970",0,0,0,0
"24292","NM_004972",142,117,123,117
"24293","NM_004973",35,31,25,30
"24294","NM_004974",0,0,1,0
"24295","NM_004975",4,2,2,3
"24296","NM_004976",0,0,1,0
"24297","NM_004977",0,0,1,0
"24298","NM_004978",2,4,8,14
"24299","NM_004979",21,16,18,16
"24300","NM_004980",0,0,0,0
"24301","NM_004981",0,0,0,0
"24302","NM_004982",92,135,144,77
"24303","NM_004983",0,2,0,0
"24304","NM_004984",39,23,9,12
"24305","NM_004985",0,0,0,0
"24306","NM_004986",0,0,0,0
"24307","NM_004987",1,0,1,2
"24308","NM_004988",0,0,0,0
"24309","NM_004990",1683,1633,1360,1131
"24310","NM_004991",0,0,0,0
"24311","NM_004992",481,435,423,361
"24312","NM_004993",0,0,0,0
"24313","NM_004994",0,0,0,1
"24314","NM_004995",5308,5622,7005,6367
"24315","NM_004996",47,29,37,52
"24316","NM_004997",1,0,1,5
"24317","NM_004998",669,664,707,757
"24318","NM_004999",1,0,0,0
"24319","NM_005000",0,0,0,0
"24320","NM_005001",147,137,140,146
"24321","NM_005002",500,411,499,415
"24322","NM_005003",172,185,333,271
"24323","NM_005004",0,0,0,0
"24324","NM_005005",0,0,0,0
"24325","NM_005006",0,0,0,0
"24326","NM_005007",0,0,0,0
"24327","NM_005008",26,26,23,18
"24328","NM_005009",0,0,0,0
"24329","NM_005010",0,0,0,0
"24330","NM_005011",0,0,0,0
"24331","NM_005012",144,146,135,96
"24332","NM_005013",1038,1056,1428,1267
"24333","NM_005014",57,57,8,4
"24334","NM_005015",1107,1184,1003,810
"24335","NM_005016",0,0,0,0
"24336","NM_005017",0,0,0,1
"24337","NM_005018",0,0,0,0
"24338","NM_005019",0,0,0,0
"24339","NM_005020",0,0,0,0
"24340","NM_005021",0,0,0,0
"24341","NM_005022",6532,5663,6027,4751
"24342","NM_005023",121,156,170,131
"24343","NM_005024",6,6,6,3
"24344","NM_005025",0,0,0,1
"24345","NM_005026",341,284,273,270
"24346","NM_005027",0,0,0,0
"24347","NM_005028",664,503,487,462
"24348","NM_005029",0,0,1,1
"24349","NM_005030",155,122,13,29
"24350","NM_005031",0,1,3,0
"24351","NM_005032",0,0,0,0
"24352","NM_005033",0,0,0,0
"24353","NM_005034",256,297,357,327
"24354","NM_005035",139,129,164,153
"24355","NM_005036",5,3,3,4
"24356","NM_005037",0,0,0,0
"24357","NM_005038",262,240,282,251
"24358","NM_005039",0,0,0,0
"24359","NM_005040",0,0,0,0
"24360","NM_005041",0,0,0,0
"24361","NM_005044",98,55,151,97
"24362","NM_005045",0,0,0,0
"24363","NM_005046",0,0,0,0
"24364","NM_005047",17,9,21,12
"24365","NM_005048",0,0,0,0
"24366","NM_005049",40,34,32,33
"24367","NM_005050",5,3,8,4
"24368","NM_005051",0,0,0,0
"24369","NM_005052",0,0,0,0
"24370","NM_005053",0,0,0,0
"24371","NM_005054",0,0,0,0
"24372","NM_005055",0,0,1,1
"24373","NM_005057",0,0,0,0
"24374","NM_005058",0,0,0,0
"24375","NM_005059",0,0,0,0
"24376","NM_005060",0,0,0,0
"24377","NM_005061",1,1,1,2
"24378","NM_005063",2914,2570,1188,1210
"24379","NM_005064",0,0,0,0
"24380","NM_005065",1691,1801,1958,1769
"24381","NM_005066",1447,1347,887,795
"24382","NM_005067",369,358,269,283
"24383","NM_005068",1222,1058,868,690
"24384","NM_005069",11,12,6,5
"24385","NM_005070",0,0,0,0
"24386","NM_005071",0,0,0,0
"24387","NM_005072",0,0,0,0
"24388","NM_005073",0,0,2,2
"24389","NM_005074",0,0,0,0
"24390","NM_005076",2,4,4,4
"24391","NM_005077",0,0,0,0
"24392","NM_005078",0,0,0,0
"24393","NM_005079",0,0,0,0
"24394","NM_005080",0,0,0,0
"24395","NM_005082",542,346,410,490
"24396","NM_005084",0,0,0,0
"24397","NM_005085",361,295,287,265
"24398","NM_005086",23,11,15,8
"24399","NM_005087",0,0,0,0
"24400","NM_005088",0,0,0,0
"24401","NM_005089",45,44,43,44
"24402","NM_005090",0,0,0,0
"24403","NM_005091",2,0,1,1
"24404","NM_005092",27,44,168,171
"24405","NM_005093",1,0,1,0
"24406","NM_005094",98,85,137,148
"24407","NM_005095",1290,1259,1165,1007
"24408","NM_005096",0,0,0,0
"24409","NM_005097",0,0,0,0
"24410","NM_005098",42,29,58,43
"24411","NM_005099",95,70,65,63
"24412","NM_005100",52,58,54,42
"24413","NM_005101",285,312,271,460
"24414","NM_005102",0,0,0,0
"24415","NM_005103",213,176,415,266
"24416","NM_005104",0,0,0,0
"24417","NM_005105",786,850,1044,784
"24418","NM_005107",1,5,12,8
"24419","NM_005108",43,29,43,43
"24420","NM_005109",765,754,1151,1094
"24421","NM_005110",155,133,130,84
"24422","NM_005112",0,0,0,0
"24423","NM_005113",818,814,1091,857
"24424","NM_005114",0,0,0,0
"24425","NM_005115",0,0,0,0
"24426","NM_005116",7,2,8,8
"24427","NM_005117",0,0,0,1
"24428","NM_005118",0,1,1,0
"24429","NM_005119",1966,1811,1808,1508
"24430","NM_005120",658,417,402,325
"24431","NM_005121",1390,1310,1312,1226
"24432","NM_005122",0,0,0,0
"24433","NM_005123",0,0,0,0
"24434","NM_005124",0,0,0,0
"24435","NM_005125",169,163,166,110
"24436","NM_005126",0,0,0,0
"24437","NM_005127",36,47,48,32
"24438","NM_005128",153,131,128,151
"24439","NM_005130",0,0,0,0
"24440","NM_005131",194,226,227,148
"24441","NM_005132",0,0,0,0
"24442","NM_005133",0,0,0,0
"24443","NM_005134",0,0,0,0
"24444","NM_005135",6,6,7,2
"24445","NM_005137",0,0,0,0
"24446","NM_005138",0,0,0,0
"24447","NM_005139",145,189,75,108
"24448","NM_005140",0,0,0,0
"24449","NM_005141",0,0,0,0
"24450","NM_005142",0,0,1,0
"24451","NM_005143",0,0,0,0
"24452","NM_005144",1,3,1,0
"24453","NM_005146",421,336,342,295
"24454","NM_005147",0,0,0,0
"24455","NM_005148",0,0,0,0
"24456","NM_005149",21,34,32,27
"24457","NM_005151",2,3,1,5
"24458","NM_005153",0,0,0,0
"24459","NM_005154",0,0,0,0
"24460","NM_005155",0,0,0,0
"24461","NM_005156",0,0,0,0
"24462","NM_005157",12,12,11,8
"24463","NM_005158",0,0,0,0
"24464","NM_005159",3,4,5,3
"24465","NM_005160",44,37,54,37
"24466","NM_005161",0,0,0,0
"24467","NM_005163",3,4,6,2
"24468","NM_005164",0,0,0,2
"24469","NM_005165",391,321,342,212
"24470","NM_005166",0,0,0,0
"24471","NM_005167",8,5,12,10
"24472","NM_005168",0,0,0,0
"24473","NM_005169",7,5,3,3
"24474","NM_005170",1,0,0,0
"24475","NM_005171",287,284,238,173
"24476","NM_005172",0,0,0,0
"24477","NM_005173",0,0,0,0
"24478","NM_005174",0,0,0,0
"24479","NM_005175",0,0,1,0
"24480","NM_005176",0,0,0,1
"24481","NM_005177",0,0,0,0
"24482","NM_005178",120,100,91,67
"24483","NM_005180",35,53,54,38
"24484","NM_005181",2,0,1,1
"24485","NM_005182",0,0,0,0
"24486","NM_005183",0,0,0,0
"24487","NM_005184",3323,2754,2723,2280
"24488","NM_005185",0,0,0,0
"24489","NM_005186",0,0,0,0
"24490","NM_005187",0,0,0,0
"24491","NM_005188",505,435,448,436
"24492","NM_005189",22,22,9,11
"24493","NM_005190",19,28,25,38
"24494","NM_005191",1,4,2,2
"24495","NM_005192",3,3,1,0
"24496","NM_005193",0,0,0,1
"24497","NM_005194",0,0,0,0
"24498","NM_005195",699,992,559,359
"24499","NM_005197",4,4,3,1
"24500","NM_005198",2,1,0,0
"24501","NM_005199",19,8,14,12
"24502","NM_005201",0,0,0,0
"24503","NM_005202",2,4,4,3
"24504","NM_005204",26,23,8,3
"24505","NM_005205",0,1,0,0
"24506","NM_005206",0,0,0,0
"24507","NM_005207",925,807,879,841
"24508","NM_005208",3,4,4,2
"24509","NM_005210",0,0,1,0
"24510","NM_005211",3,1,3,1
"24511","NM_005212",0,0,0,0
"24512","NM_005213",2,8,10,9
"24513","NM_005214",0,0,0,0
"24514","NM_005215",2,1,2,2
"24515","NM_005216",3288,3161,4001,3353
"24516","NM_005217",0,0,0,0
"24517","NM_005218",0,0,0,0
"24518","NM_005219",0,0,0,0
"24519","NM_005220",0,0,0,0
"24520","NM_005221",0,0,0,0
"24521","NM_005222",0,0,0,0
"24522","NM_005223",112,59,87,69
"24523","NM_005224",144,158,282,240
"24524","NM_005225",38,55,27,39
"24525","NM_005226",933,835,1027,1061
"24526","NM_005227",3,8,8,6
"24527","NM_005228",956,737,928,1022
"24528","NM_005229",0,0,0,0
"24529","NM_005230",240,186,330,222
"24530","NM_005231",110,98,126,120
"24531","NM_005232",8,2,4,2
"24532","NM_005233",3,2,6,2
"24533","NM_005234",407,432,459,373
"24534","NM_005235",0,0,0,0
"24535","NM_005236",256,233,340,256
"24536","NM_005238",0,0,0,0
"24537","NM_005239",0,0,0,1
"24538","NM_005240",7,9,1,8
"24539","NM_005241",0,0,0,0
"24540","NM_005242",37,23,43,39
"24541","NM_005243",0,0,0,0
"24542","NM_005244",3,1,0,0
"24543","NM_005245",10729,9319,12226,12071
"24544","NM_005246",0,0,4,2
"24545","NM_005247",0,0,1,0
"24546","NM_005248",0,0,0,0
"24547","NM_005249",0,0,0,0
"24548","NM_005250",161,115,225,212
"24549","NM_005251",10,9,10,19
"24550","NM_005252",1037,273,45,18
"24551","NM_005253",1336,1195,943,817
"24552","NM_005254",0,0,0,0
"24553","NM_005255",27,22,28,22
"24554","NM_005256",0,0,0,0
"24555","NM_005257",57,48,67,64
"24556","NM_005258",20,16,22,16
"24557","NM_005259",2,3,3,0
"24558","NM_005260",0,0,0,0
"24559","NM_005261",9,5,6,3
"24560","NM_005262",176,193,204,138
"24561","NM_005263",0,0,0,0
"24562","NM_005264",5,2,2,2
"24563","NM_005266",0,0,0,0
"24564","NM_005267",0,0,0,0
"24565","NM_005268",0,0,3,3
"24566","NM_005269",0,0,0,0
"24567","NM_005270",189,157,81,71
"24568","NM_005271",2220,2084,2201,1910
"24569","NM_005272",15,24,21,27
"24570","NM_005273",619,518,532,453
"24571","NM_005274",158,170,213,178
"24572","NM_005275",22,15,21,10
"24573","NM_005276",0,0,0,0
"24574","NM_005277",0,0,0,0
"24575","NM_005278",0,0,0,0
"24576","NM_005279",0,0,0,0
"24577","NM_005281",5,5,11,9
"24578","NM_005282",5,1,10,11
"24579","NM_005283",0,0,0,0
"24580","NM_005284",0,0,0,0
"24581","NM_005285",2,0,0,1
"24582","NM_005286",0,0,0,0
"24583","NM_005288",0,0,0,1
"24584","NM_005290",0,0,0,0
"24585","NM_005291",0,0,0,0
"24586","NM_005292",0,2,1,0
"24587","NM_005293",0,0,0,0
"24588","NM_005294",1,1,2,2
"24589","NM_005295",14,1,4,5
"24590","NM_005296",0,0,2,1
"24591","NM_005297",12,9,18,12
"24592","NM_005298",0,0,0,0
"24593","NM_005299",0,0,0,0
"24594","NM_005300",0,0,0,0
"24595","NM_005301",0,0,0,0
"24596","NM_005302",16,16,26,32
"24597","NM_005303",0,0,0,0
"24598","NM_005304",0,0,0,0
"24599","NM_005306",0,0,0,0
"24600","NM_005307",0,0,0,0
"24601","NM_005308",320,321,447,325
"24602","NM_005309",13,17,12,10
"24603","NM_005310",0,0,0,0
"24604","NM_005311",0,0,0,0
"24605","NM_005312",1,2,0,2
"24606","NM_005313",2078,1774,2643,2465
"24607","NM_005314",0,0,2,1
"24608","NM_005315",0,0,0,0
"24609","NM_005316",0,0,0,0
"24610","NM_005317",0,0,0,0
"24611","NM_005318",836,635,661,579
"24612","NM_005319",808,845,983,734
"24613","NM_005320",333,382,121,82
"24614","NM_005321",535,556,392,248
"24615","NM_005322",340,449,51,63
"24616","NM_005323",0,0,1,0
"24617","NM_005324",3011,3068,2645,1920
"24618","NM_005325",95,101,24,26
"24619","NM_005326",0,0,0,0
"24620","NM_005327",0,0,0,0
"24621","NM_005328",220,289,503,450
"24622","NM_005329",0,1,1,0
"24623","NM_005330",1,0,0,1
"24624","NM_005331",1,0,0,0
"24625","NM_005332",0,1,0,0
"24626","NM_005333",0,0,2,0
"24627","NM_005334",410,278,238,264
"24628","NM_005335",0,0,3,0
"24629","NM_005336",76,55,94,60
"24630","NM_005337",0,0,1,0
"24631","NM_005338",3,4,2,6
"24632","NM_005339",0,0,0,0
"24633","NM_005340",0,0,0,0
"24634","NM_005341",0,0,1,1
"24635","NM_005342",0,0,0,0
"24636","NM_005343",0,0,0,0
"24637","NM_005345",7,11,18,20
"24638","NM_005346",3,0,1,0
"24639","NM_005347",2370,1492,2758,2835
"24640","NM_005348",6,6,3,9
"24641","NM_005349",2,0,2,2
"24642","NM_005353",0,0,0,0
"24643","NM_005354",0,0,0,0
"24644","NM_005355",0,0,0,0
"24645","NM_005356",0,0,0,0
"24646","NM_005357",23,18,12,15
"24647","NM_005358",5,11,7,14
"24648","NM_005359",1515,1497,1165,975
"24649","NM_005360",0,0,0,0
"24650","NM_005361",0,0,0,0
"24651","NM_005362",0,0,0,0
"24652","NM_005363",0,0,0,0
"24653","NM_005364",0,0,0,0
"24654","NM_005365",0,0,0,0
"24655","NM_005366",0,0,0,0
"24656","NM_005367",0,0,0,0
"24657","NM_005368",0,0,0,0
"24658","NM_005369",0,0,0,0
"24659","NM_005370",527,508,532,442
"24660","NM_005371",18,5,12,14
"24661","NM_005372",0,0,0,0
"24662","NM_005373",2,2,1,3
"24663","NM_005374",0,0,0,0
"24664","NM_005375",0,0,0,0
"24665","NM_005376",1,1,0,0
"24666","NM_005378",0,0,0,0
"24667","NM_005379",0,0,0,0
"24668","NM_005380",64,32,102,60
"24669","NM_005381",3086,2734,3195,2576
"24670","NM_005382",0,0,10,3
"24671","NM_005383",0,0,0,0
"24672","NM_005384",1,0,0,1
"24673","NM_005385",1147,853,816,851
"24674","NM_005386",1,1,0,1
"24675","NM_005387",0,0,0,0
"24676","NM_005388",299,302,272,239
"24677","NM_005389",0,0,0,0
"24678","NM_005390",0,0,0,0
"24679","NM_005391",1,0,1,0
"24680","NM_005392",412,341,265,227
"24681","NM_005393",0,0,0,0
"24682","NM_005396",0,0,0,0
"24683","NM_005397",0,0,0,0
"24684","NM_005398",1061,882,1513,1627
"24685","NM_005399",5,10,9,7
"24686","NM_005400",180,124,211,177
"24687","NM_005401",1067,738,904,1256
"24688","NM_005402",442,440,602,626
"24689","NM_005406",1023,1010,1326,1267
"24690","NM_005407",25,17,16,16
"24691","NM_005408",1,2,2,4
"24692","NM_005409",0,0,0,0
"24693","NM_005410",0,0,0,0
"24694","NM_005411",0,0,0,0
"24695","NM_005412",0,0,0,0
"24696","NM_005413",0,0,0,0
"24697","NM_005414",0,0,0,0
"24698","NM_005415",534,477,1663,1799
"24699","NM_005416",0,0,0,0
"24700","NM_005417",0,0,0,0
"24701","NM_005418",1,4,1,6
"24702","NM_005419",0,0,0,0
"24703","NM_005420",0,0,0,0
"24704","NM_005421",0,0,0,0
"24705","NM_005422",15,12,9,12
"24706","NM_005423",0,0,0,0
"24707","NM_005424",0,0,0,0
"24708","NM_005425",0,0,0,0
"24709","NM_005426",0,0,0,1
"24710","NM_005427",0,0,0,0
"24711","NM_005428",0,0,0,0
"24712","NM_005429",560,571,694,659
"24713","NM_005430",0,0,0,0
"24714","NM_005431",21,24,14,17
"24715","NM_005432",0,0,0,0
"24716","NM_005433",966,958,1025,839
"24717","NM_005434",44,32,37,39
"24718","NM_005435",21,33,26,22
"24719","NM_005436",633,544,552,500
"24720","NM_005437",6,8,1,2
"24721","NM_005438",0,0,0,0
"24722","NM_005439",0,0,0,0
"24723","NM_005440",33,28,24,20
"24724","NM_005441",53,57,34,28
"24725","NM_005442",0,0,0,0
"24726","NM_005443",605,572,751,644
"24727","NM_005444",0,0,0,0
"24728","NM_005445",719,680,571,484
"24729","NM_005446",1,0,0,0
"24730","NM_005447",5,4,5,3
"24731","NM_005448",0,0,0,2
"24732","NM_005449",0,0,0,0
"24733","NM_005450",2,3,14,11
"24734","NM_005451",0,0,0,0
"24735","NM_005452",0,0,0,0
"24736","NM_005453",0,0,0,0
"24737","NM_005454",0,0,1,0
"24738","NM_005455",37,18,23,37
"24739","NM_005456",101,109,103,74
"24740","NM_005458",26,13,67,92
"24741","NM_005459",0,0,0,2
"24742","NM_005460",0,0,0,0
"24743","NM_005461",3,7,5,3
"24744","NM_005462",0,0,0,0
"24745","NM_005465",0,0,0,0
"24746","NM_005466",0,0,0,0
"24747","NM_005467",0,0,0,0
"24748","NM_005468",164,152,101,68
"24749","NM_005469",242,211,242,160
"24750","NM_005470",0,0,0,0
"24751","NM_005471",497,496,413,363
"24752","NM_005472",10,17,10,5
"24753","NM_005474",0,0,0,0
"24754","NM_005475",69,50,93,80
"24755","NM_005476",0,0,0,0
"24756","NM_005477",0,0,0,0
"24757","NM_005478",1,0,0,0
"24758","NM_005479",30,28,23,20
"24759","NM_005480",38,27,2,1
"24760","NM_005481",107,100,75,64
"24761","NM_005482",526,456,695,553
"24762","NM_005483",126,129,102,101
"24763","NM_005484",0,0,0,0
"24764","NM_005485",0,1,0,1
"24765","NM_005486",304,285,298,238
"24766","NM_005488",0,0,0,0
"24767","NM_005489",0,0,0,0
"24768","NM_005490",3,2,3,1
"24769","NM_005491",0,0,0,1
"24770","NM_005492",0,0,0,0
"24771","NM_005493",452,407,393,348
"24772","NM_005494",82,108,146,108
"24773","NM_005495",0,0,0,0
"24774","NM_005496",14,18,11,5
"24775","NM_005497",2,1,2,3
"24776","NM_005498",0,0,0,0
"24777","NM_005499",809,811,998,801
"24778","NM_005500",0,0,0,0
"24779","NM_005502",2000,1849,2184,1852
"24780","NM_005503",0,0,0,0
"24781","NM_005504",0,0,0,0
"24782","NM_005505",4,1,4,6
"24783","NM_005506",315,324,368,363
"24784","NM_005507",7774,6711,6581,6222
"24785","NM_005508",0,0,0,0
"24786","NM_005509",0,0,0,0
"24787","NM_005510",28,25,22,16
"24788","NM_005511",4,1,5,6
"24789","NM_005512",4,4,3,0
"24790","NM_005513",103,138,138,114
"24791","NM_005514",1331,1459,2480,1644
"24792","NM_005515",0,0,0,0
"24793","NM_005516",4,1,2,4
"24794","NM_005517",1099,765,597,442
"24795","NM_005518",0,0,0,0
"24796","NM_005519",0,0,0,0
"24797","NM_005520",0,0,0,0
"24798","NM_005521",0,0,0,0
"24799","NM_005522",1,2,1,2
"24800","NM_005523",561,515,409,299
"24801","NM_005524",10,19,20,21
"24802","NM_005525",0,0,0,0
"24803","NM_005526",295,263,317,251
"24804","NM_005527",0,0,0,0
"24805","NM_005528",0,0,1,0
"24806","NM_005529",0,0,0,0
"24807","NM_005530",178,201,267,252
"24808","NM_005531",193,183,167,138
"24809","NM_005532",0,0,0,0
"24810","NM_005533",282,254,146,167
"24811","NM_005534",110,85,155,97
"24812","NM_005535",0,0,0,0
"24813","NM_005536",0,0,0,0
"24814","NM_005537",4,8,1,3
"24815","NM_005538",1,2,0,0
"24816","NM_005539",572,534,459,420
"24817","NM_005540",90,75,53,38
"24818","NM_005541",0,0,0,0
"24819","NM_005542",7,12,2,8
"24820","NM_005543",0,0,0,0
"24821","NM_005544",1472,1084,1021,974
"24822","NM_005545",85,65,41,32
"24823","NM_005546",0,0,2,2
"24824","NM_005547",0,0,1,3
"24825","NM_005548",0,0,0,0
"24826","NM_005549",0,0,0,0
"24827","NM_005550",0,0,0,0
"24828","NM_005551",0,0,0,0
"24829","NM_005552",89,67,99,100
"24830","NM_005553",3,0,1,0
"24831","NM_005554",0,0,1,0
"24832","NM_005555",0,0,1,1
"24833","NM_005556",503,565,505,407
"24834","NM_005557",8,4,26,21
"24835","NM_005558",0,0,1,1
"24836","NM_005559",267,208,347,342
"24837","NM_005560",23,18,17,14
"24838","NM_005561",4003,3820,4508,4300
"24839","NM_005562",10,9,37,35
"24840","NM_005563",0,0,0,0
"24841","NM_005564",0,0,0,0
"24842","NM_005565",0,0,0,1
"24843","NM_005566",0,0,0,0
"24844","NM_005567",551,615,564,478
"24845","NM_005568",0,0,0,0
"24846","NM_005569",7,2,3,5
"24847","NM_005570",3801,3697,4220,3662
"24848","NM_005572",0,0,0,0
"24849","NM_005573",53,48,10,9
"24850","NM_005574",0,0,0,0
"24851","NM_005575",8,7,7,9
"24852","NM_005576",1731,1268,1790,1393
"24853","NM_005577",0,0,3,3
"24854","NM_005578",2,0,0,2
"24855","NM_005581",0,0,0,0
"24856","NM_005582",0,0,0,0
"24857","NM_005583",16,5,7,4
"24858","NM_005584",1253,1152,695,547
"24859","NM_005585",0,0,0,0
"24860","NM_005586",0,0,0,0
"24861","NM_005587",6,4,5,4
"24862","NM_005588",0,0,0,0
"24863","NM_005589",0,0,0,0
"24864","NM_005590",2,3,4,4
"24865","NM_005591",2,3,3,1
"24866","NM_005592",2,0,0,1
"24867","NM_005593",0,0,0,0
"24868","NM_005595",0,0,0,0
"24869","NM_005596",0,0,0,0
"24870","NM_005597",0,0,0,0
"24871","NM_005598",1,0,0,0
"24872","NM_005599",0,0,0,0
"24873","NM_005600",0,0,0,0
"24874","NM_005601",1,0,1,1
"24875","NM_005602",86,83,103,61
"24876","NM_005603",1585,1254,1607,1802
"24877","NM_005604",0,0,0,1
"24878","NM_005605",0,0,0,0
"24879","NM_005606",0,0,0,0
"24880","NM_005607",0,0,1,0
"24881","NM_005608",7,4,3,3
"24882","NM_005609",0,1,0,0
"24883","NM_005610",0,0,0,0
"24884","NM_005611",841,784,733,652
"24885","NM_005612",12,17,10,11
"24886","NM_005613",0,0,0,0
"24887","NM_005614",180,253,229,205
"24888","NM_005615",0,0,0,0
"24889","NM_005617",0,0,0,0
"24890","NM_005618",2,4,4,4
"24891","NM_005619",0,1,0,0
"24892","NM_005620",2675,2638,3312,3115
"24893","NM_005621",0,0,0,0
"24894","NM_005622",22,23,33,16
"24895","NM_005623",4,5,13,9
"24896","NM_005624",0,0,0,0
"24897","NM_005625",0,0,0,0
"24898","NM_005626",441,376,340,315
"24899","NM_005627",0,0,0,0
"24900","NM_005628",696,696,413,379
"24901","NM_005629",0,0,0,0
"24902","NM_005630",6,11,7,12
"24903","NM_005631",179,216,141,107
"24904","NM_005632",222,188,205,195
"24905","NM_005633",642,568,456,478
"24906","NM_005634",0,0,0,0
"24907","NM_005635",0,0,0,0
"24908","NM_005636",0,0,0,0
"24909","NM_005637",0,0,0,0
"24910","NM_005638",0,0,0,0
"24911","NM_005639",0,0,0,0
"24912","NM_005640",0,0,0,0
"24913","NM_005641",3,3,3,5
